CityType,EmployeeName,Date,Amount
Inexpensive City,Emily Sweeting,12/26/2017,30.71
Moderately Expensive City,Stephen Maturin,12/26/2017,39.32
Inexpensive City,William Mowett,12/26/2017,28.27
Inexpensive City,Ebenezer Graham,12/27/2017,39.59
Expensive City,Emily Sweeting,12/27/2017,66.99
Expensive City,Jack Aubrey,12/27/2017,64.78
Inexpensive City,Stephen Maturin,12/27/2017,26.23
Moderately Expensive City,William Babbington,12/27/2017,41.51
Expensive City,Molly Harte,12/28/2017,105.47
Inexpensive City,Sophia Aubrey,12/28/2017,39.57
Inexpensive City,Stephen Maturin,12/28/2017,28.7
Expensive City,Ebenezer Graham,12/29/2017,51.67
Inexpensive City,Nathaniel Martin,12/29/2017,39.41
Inexpensive City,Stephen Maturin,12/29/2017,30.78
Inexpensive City,Emily Sweeting,1/2/2018,22.37
Moderately Expensive City,Emily Sweeting,1/2/2018,62.24
Moderately Expensive City,Jack Aubrey,1/2/2018,27.43
Expensive City,Molly Harte,1/2/2018,67.47
Inexpensive City,Stephen Maturin,1/2/2018,30.59
Inexpensive City,Barret Bonden,1/3/2018,24.78
Moderately Expensive City,Emily Sweeting,1/3/2018,15.67
Expensive City,Molly Harte,1/3/2018,114.7
Inexpensive City,Stephen Maturin,1/3/2018,37.8
Expensive City,William Mowett,1/3/2018,108.55
Expensive City,Diana Villiers,1/4/2018,93.23
Inexpensive City,Nathaniel Martin,1/4/2018,39.06
Expensive City,Nathaniel Martin,1/4/2018,107.41
Moderately Expensive City,William Mowett,1/4/2018,20.11
Inexpensive City,Ebenezer Graham,1/5/2018,39.96
Expensive City,Ebenezer Graham,1/5/2018,75.2
Inexpensive City,Barret Bonden,1/8/2018,17.8
Inexpensive City,Clarissa Oakes,1/8/2018,21.82
Moderately Expensive City,Nathaniel Martin,1/8/2018,39.93
Moderately Expensive City,William Mowett,1/8/2018,31.76
Inexpensive City,Clarissa Oakes,1/9/2018,23.22
Inexpensive City,Diana Villiers,1/9/2018,28.65
Expensive City,Diana Villiers,1/9/2018,85.85
Moderately Expensive City,Molly Harte,1/9/2018,39.31
Expensive City,Stephen Maturin,1/9/2018,62.91
Moderately Expensive City,Stephen Maturin,1/9/2018,62.07
Moderately Expensive City,William Mowett,1/9/2018,41.96
Inexpensive City,Barret Bonden,1/10/2018,23.51
Moderately Expensive City,Diana Villiers,1/10/2018,41.05
Inexpensive City,Emily Sweeting,1/10/2018,25.67
Moderately Expensive City,Jack Aubrey,1/10/2018,48.84
Inexpensive City,Nathaniel Martin,1/10/2018,39.98
Inexpensive City,William Babbington,1/10/2018,39.42
Moderately Expensive City,Ebenezer Graham,1/11/2018,39.08
Expensive City,Emily Sweeting,1/11/2018,123.85
Moderately Expensive City,Nathaniel Martin,1/11/2018,39.32
Inexpensive City,Diana Villiers,1/12/2018,25.1
Inexpensive City,Ebenezer Graham,1/12/2018,39.89
Moderately Expensive City,William Mowett,1/12/2018,35.4
Inexpensive City,Barret Bonden,1/16/2018,26.04
Inexpensive City,Clarissa Oakes,1/16/2018,23.24
Inexpensive City,Emily Sweeting,1/16/2018,20.36
Expensive City,Barret Bonden,1/17/2018,125.19
Moderately Expensive City,Ebenezer Graham,1/17/2018,46.58
Expensive City,Emily Sweeting,1/17/2018,85.98
Expensive City,Jack Aubrey,1/17/2018,81.9
Moderately Expensive City,Jack Aubrey,1/17/2018,41.78
Moderately Expensive City,Molly Harte,1/17/2018,43.64
Inexpensive City,Nathaniel Martin,1/17/2018,39.97
Expensive City,Barret Bonden,1/18/2018,64.75
Expensive City,Emily Sweeting,1/18/2018,82.48
Expensive City,Molly Harte,1/18/2018,70.55
Moderately Expensive City,Molly Harte,1/18/2018,43.35
Moderately Expensive City,Nathaniel Martin,1/18/2018,41.13
Expensive City,Ebenezer Graham,1/19/2018,76.42
Expensive City,Sophia Aubrey,1/19/2018,107.08
Moderately Expensive City,Barret Bonden,1/22/2018,60.48
Expensive City,Emily Sweeting,1/22/2018,96.05
Inexpensive City,Nathaniel Martin,1/22/2018,39.77
Inexpensive City,William Mowett,1/22/2018,22.74
Expensive City,William Mowett,1/22/2018,89.37
Expensive City,Clarissa Oakes,1/23/2018,55.63
Moderately Expensive City,Diana Villiers,1/23/2018,27.64
Moderately Expensive City,Jack Aubrey,1/23/2018,37.23
Moderately Expensive City,Sophia Aubrey,1/23/2018,39.25
Expensive City,Sophia Aubrey,1/23/2018,77.19
Expensive City,Barret Bonden,1/24/2018,89.92
Moderately Expensive City,Clarissa Oakes,1/24/2018,30.69
Inexpensive City,Diana Villiers,1/24/2018,19.04
Inexpensive City,Emily Sweeting,1/24/2018,23.01
Inexpensive City,Jack Aubrey,1/24/2018,35.23
Inexpensive City,Molly Harte,1/24/2018,39.39
Moderately Expensive City,Emily Sweeting,1/25/2018,10.61
Inexpensive City,Jack Aubrey,1/25/2018,26.44
Expensive City,Molly Harte,1/25/2018,83.71
Inexpensive City,William Mowett,1/25/2018,20.35
Inexpensive City,Ebenezer Graham,1/26/2018,39.85
Inexpensive City,Emily Sweeting,1/26/2018,21.36
Moderately Expensive City,Emily Sweeting,1/26/2018,28.28
Inexpensive City,Stephen Maturin,1/26/2018,17.61
Expensive City,Barret Bonden,1/29/2018,53.95
Inexpensive City,Diana Villiers,1/29/2018,17.83
Expensive City,Jack Aubrey,1/29/2018,116.78
Expensive City,Stephen Maturin,1/29/2018,80.11
Moderately Expensive City,Stephen Maturin,1/29/2018,30.97
Moderately Expensive City,William Mowett,1/29/2018,31.83
Expensive City,William Mowett,1/29/2018,104.58
Expensive City,Diana Villiers,1/30/2018,49.56
Inexpensive City,Jack Aubrey,1/30/2018,21.14
Moderately Expensive City,William Mowett,1/30/2018,26.91
Expensive City,William Mowett,1/30/2018,71.15
Moderately Expensive City,Jack Aubrey,2/1/2018,29.75
Inexpensive City,Molly Harte,2/1/2018,39.97
Expensive City,Nathaniel Martin,2/1/2018,68.79
Expensive City,William Mowett,2/1/2018,113.75
Expensive City,Barret Bonden,2/5/2018,121.66
Expensive City,Diana Villiers,2/5/2018,80.75
Moderately Expensive City,Diana Villiers,2/5/2018,34.83
Moderately Expensive City,Diana Villiers,2/6/2018,43.47
Expensive City,Diana Villiers,2/6/2018,82.12
Moderately Expensive City,Molly Harte,2/6/2018,41.43
Expensive City,Clarissa Oakes,2/7/2018,87.35
Expensive City,Emily Sweeting,2/7/2018,104.35
Moderately Expensive City,William Babbington,2/7/2018,39.96
Inexpensive City,William Mowett,2/7/2018,20.17
Inexpensive City,Barret Bonden,2/8/2018,32.15
Moderately Expensive City,Ebenezer Graham,2/8/2018,44.46
Inexpensive City,Nathaniel Martin,2/8/2018,39.02
Inexpensive City,Barret Bonden,2/9/2018,25.96
Expensive City,Barret Bonden,2/9/2018,85.15
Expensive City,Jack Aubrey,2/9/2018,101.94
Inexpensive City,Nathaniel Martin,2/9/2018,39.31
Expensive City,Nathaniel Martin,2/9/2018,87.23
Expensive City,Stephen Maturin,2/9/2018,85.93
Inexpensive City,Barret Bonden,2/15/2018,19.11
Inexpensive City,Clarissa Oakes,2/16/2018,19.9
Expensive City,Diana Villiers,2/16/2018,75.33
Expensive City,Jack Aubrey,2/16/2018,119.14
Moderately Expensive City,Molly Harte,2/16/2018,52.57
Inexpensive City,Molly Harte,2/16/2018,39.66
Expensive City,William Mowett,2/16/2018,101.58
Moderately Expensive City,Clarissa Oakes,2/20/2018,40.64
Inexpensive City,Nathaniel Martin,2/20/2018,39.65
Expensive City,Sophia Aubrey,2/20/2018,90.93
Expensive City,Barret Bonden,2/21/2018,104.36
Expensive City,Emily Sweeting,2/21/2018,101.15
Moderately Expensive City,Nathaniel Martin,2/21/2018,39.13
Inexpensive City,Nathaniel Martin,2/21/2018,39.94
Moderately Expensive City,Sophia Aubrey,2/21/2018,39.81
Expensive City,Clarissa Oakes,2/23/2018,87.11
Inexpensive City,Ebenezer Graham,2/23/2018,39.07
Moderately Expensive City,Stephen Maturin,2/23/2018,31.94
Expensive City,William Babbington,2/23/2018,71.62
Moderately Expensive City,Ebenezer Graham,2/26/2018,54.26
Moderately Expensive City,Nathaniel Martin,2/26/2018,39.86
Moderately Expensive City,Stephen Maturin,2/26/2018,46.06
Inexpensive City,William Babbington,2/26/2018,39.66
Inexpensive City,William Mowett,2/26/2018,22
Expensive City,Ebenezer Graham,2/27/2018,101.17
Inexpensive City,Jack Aubrey,2/27/2018,31.19
Moderately Expensive City,William Babbington,2/27/2018,47.78
Moderately Expensive City,Diana Villiers,2/28/2018,51.09
Expensive City,Nathaniel Martin,2/28/2018,92.13
Expensive City,Barret Bonden,3/2/2018,105.17
Expensive City,Molly Harte,3/2/2018,94.63
Expensive City,Sophia Aubrey,3/2/2018,99.58
Inexpensive City,Stephen Maturin,3/2/2018,28.12
Moderately Expensive City,Stephen Maturin,3/2/2018,40.14
Expensive City,William Mowett,3/2/2018,71.03
Expensive City,Clarissa Oakes,3/5/2018,139.6
Inexpensive City,Jack Aubrey,3/5/2018,30.61
Inexpensive City,Molly Harte,3/5/2018,39.86
Expensive City,Sophia Aubrey,3/5/2018,63.01
Moderately Expensive City,Clarissa Oakes,3/6/2018,48.51
Inexpensive City,Clarissa Oakes,3/6/2018,18.73
Moderately Expensive City,Sophia Aubrey,3/6/2018,40.49
Inexpensive City,Sophia Aubrey,3/6/2018,39.56
Moderately Expensive City,William Mowett,3/6/2018,44.87
Expensive City,William Mowett,3/6/2018,105.4
Inexpensive City,Barret Bonden,3/7/2018,23.71
Moderately Expensive City,Molly Harte,3/7/2018,39.52
Moderately Expensive City,Sophia Aubrey,3/7/2018,65.58
Inexpensive City,Barret Bonden,3/8/2018,27.73
Expensive City,Diana Villiers,3/8/2018,73.2
Inexpensive City,William Babbington,3/8/2018,39.28
Inexpensive City,Molly Harte,3/9/2018,39.29
Moderately Expensive City,Molly Harte,3/9/2018,52.66
Expensive City,Molly Harte,3/9/2018,82.57
Inexpensive City,Nathaniel Martin,3/9/2018,39.51
Moderately Expensive City,Nathaniel Martin,3/12/2018,41.99
Moderately Expensive City,Sophia Aubrey,3/12/2018,39.19
Inexpensive City,Clarissa Oakes,3/13/2018,15.5
Moderately Expensive City,Emily Sweeting,3/13/2018,31.17
Expensive City,Diana Villiers,3/14/2018,76.65
Expensive City,Jack Aubrey,3/14/2018,70.72
Moderately Expensive City,Sophia Aubrey,3/14/2018,41.21
Inexpensive City,Stephen Maturin,3/14/2018,30.02
Expensive City,Stephen Maturin,3/14/2018,87.52
Moderately Expensive City,Barret Bonden,3/15/2018,47.33
Inexpensive City,Clarissa Oakes,3/15/2018,10.85
Inexpensive City,Nathaniel Martin,3/15/2018,39.87
Expensive City,Nathaniel Martin,3/15/2018,73.04
Inexpensive City,Sophia Aubrey,3/15/2018,39.54
Expensive City,William Babbington,3/15/2018,111.05
Expensive City,Diana Villiers,3/16/2018,88.91
Moderately Expensive City,Emily Sweeting,3/16/2018,43.63
Inexpensive City,Emily Sweeting,3/16/2018,24.47
Inexpensive City,Jack Aubrey,3/16/2018,27.35
Expensive City,Nathaniel Martin,3/16/2018,111.08
Inexpensive City,William Babbington,3/16/2018,39.79
Inexpensive City,William Mowett,3/16/2018,24.65
Expensive City,Clarissa Oakes,3/21/2018,83.43
Inexpensive City,Diana Villiers,3/21/2018,23.31
Expensive City,Diana Villiers,3/21/2018,98.79
Inexpensive City,Emily Sweeting,3/21/2018,24.15
Moderately Expensive City,Stephen Maturin,3/21/2018,48.64
Inexpensive City,Diana Villiers,3/22/2018,19.83
Moderately Expensive City,Diana Villiers,3/22/2018,17.49
Inexpensive City,Emily Sweeting,3/22/2018,22.66
Moderately Expensive City,Nathaniel Martin,3/22/2018,39.45
Expensive City,Barret Bonden,3/23/2018,50.93
Moderately Expensive City,Emily Sweeting,3/23/2018,51.28
Inexpensive City,Sophia Aubrey,3/23/2018,39.94
Expensive City,William Mowett,3/23/2018,52.4
Inexpensive City,Diana Villiers,3/26/2018,24.12
Moderately Expensive City,Diana Villiers,3/26/2018,12.45
Inexpensive City,Ebenezer Graham,3/26/2018,39.08
Expensive City,Molly Harte,3/26/2018,68.33
Expensive City,Nathaniel Martin,3/26/2018,108.54
Moderately Expensive City,Nathaniel Martin,3/26/2018,48.71
Expensive City,Sophia Aubrey,3/26/2018,101.14
Inexpensive City,Stephen Maturin,3/26/2018,15.49
Expensive City,Diana Villiers,3/27/2018,90.37
Moderately Expensive City,Jack Aubrey,3/27/2018,41.73
Moderately Expensive City,Clarissa Oakes,3/28/2018,47.67
Expensive City,Emily Sweeting,3/28/2018,77.33
Expensive City,Jack Aubrey,3/28/2018,84.31
Expensive City,Sophia Aubrey,3/28/2018,91.24
Moderately Expensive City,Stephen Maturin,3/28/2018,40.18
Moderately Expensive City,Ebenezer Graham,3/29/2018,39.12
Expensive City,Emily Sweeting,3/29/2018,98.85
Moderately Expensive City,Molly Harte,3/29/2018,39.21
Expensive City,Sophia Aubrey,3/29/2018,95.12
Moderately Expensive City,Clarissa Oakes,4/2/2018,44.81
Expensive City,Clarissa Oakes,4/2/2018,127.33
Moderately Expensive City,Diana Villiers,4/2/2018,38.18
Expensive City,Diana Villiers,4/2/2018,112.46
Moderately Expensive City,Ebenezer Graham,4/2/2018,59.81
Inexpensive City,Jack Aubrey,4/2/2018,25.64
Inexpensive City,Molly Harte,4/2/2018,39.3
Inexpensive City,Nathaniel Martin,4/2/2018,39.28
Moderately Expensive City,Nathaniel Martin,4/2/2018,39.64
Moderately Expensive City,Sophia Aubrey,4/2/2018,39.38
Expensive City,Barret Bonden,4/3/2018,82.07
Expensive City,Clarissa Oakes,4/3/2018,105.08
Inexpensive City,Molly Harte,4/3/2018,39.49
Moderately Expensive City,Stephen Maturin,4/3/2018,47.36
Moderately Expensive City,William Babbington,4/3/2018,39.85
Moderately Expensive City,Clarissa Oakes,4/4/2018,50.16
Inexpensive City,Emily Sweeting,4/4/2018,28.44
Moderately Expensive City,Jack Aubrey,4/4/2018,41.79
Moderately Expensive City,Nathaniel Martin,4/4/2018,52.85
Expensive City,Nathaniel Martin,4/4/2018,95.69
Moderately Expensive City,Sophia Aubrey,4/4/2018,39.55
Expensive City,Stephen Maturin,4/4/2018,97.44
Expensive City,Diana Villiers,4/5/2018,86.97
Moderately Expensive City,Ebenezer Graham,4/5/2018,47.55
Moderately Expensive City,Molly Harte,4/5/2018,43.42
Inexpensive City,William Babbington,4/5/2018,39.51
Inexpensive City,Diana Villiers,4/6/2018,23.04
Expensive City,Nathaniel Martin,4/6/2018,67.35
Moderately Expensive City,Barret Bonden,4/9/2018,54.28
Moderately Expensive City,Diana Villiers,4/9/2018,35.3
Moderately Expensive City,Molly Harte,4/9/2018,39.39
Moderately Expensive City,Barret Bonden,4/10/2018,43.77
Expensive City,Diana Villiers,4/10/2018,51.47
Moderately Expensive City,Molly Harte,4/10/2018,39.57
Expensive City,Nathaniel Martin,4/10/2018,73.1
Moderately Expensive City,Stephen Maturin,4/11/2018,44.58
Expensive City,William Mowett,4/11/2018,69.75
Expensive City,Emily Sweeting,4/12/2018,97.26
Moderately Expensive City,Stephen Maturin,4/12/2018,33.86
Expensive City,William Mowett,4/12/2018,94.07
Moderately Expensive City,Clarissa Oakes,4/13/2018,55.16
Inexpensive City,Sophia Aubrey,4/13/2018,39.08
Expensive City,Stephen Maturin,4/13/2018,115.41
Expensive City,William Babbington,4/13/2018,54.23
Moderately Expensive City,Jack Aubrey,4/16/2018,29.92
Moderately Expensive City,Nathaniel Martin,4/16/2018,54.71
Moderately Expensive City,William Babbington,4/16/2018,62.26
Inexpensive City,Diana Villiers,4/18/2018,17.69
Moderately Expensive City,Ebenezer Graham,4/18/2018,39.33
Inexpensive City,Emily Sweeting,4/18/2018,29.71
Expensive City,Jack Aubrey,4/18/2018,106.84
Inexpensive City,Nathaniel Martin,4/18/2018,39.22
Moderately Expensive City,William Mowett,4/18/2018,11.05
Inexpensive City,Emily Sweeting,4/20/2018,20.4
Expensive City,Jack Aubrey,4/20/2018,68.52
Inexpensive City,Clarissa Oakes,4/23/2018,18.54
Expensive City,Clarissa Oakes,4/23/2018,104.24
Inexpensive City,Molly Harte,4/23/2018,39.19
Inexpensive City,Stephen Maturin,4/23/2018,18.55
Moderately Expensive City,William Mowett,4/23/2018,37.69
Moderately Expensive City,Barret Bonden,4/24/2018,23.34
Moderately Expensive City,William Mowett,4/24/2018,54.59
Inexpensive City,Clarissa Oakes,4/26/2018,23.39
Moderately Expensive City,Ebenezer Graham,4/26/2018,47.26
Moderately Expensive City,Emily Sweeting,4/26/2018,30.79
Expensive City,Sophia Aubrey,4/26/2018,67.98
Expensive City,Clarissa Oakes,4/27/2018,67.51
Inexpensive City,Diana Villiers,4/27/2018,29.19
Expensive City,Emily Sweeting,4/27/2018,85.52
Expensive City,William Mowett,4/27/2018,99.7
Inexpensive City,William Mowett,4/27/2018,25.98
Moderately Expensive City,William Mowett,4/27/2018,38.95
Expensive City,Jack Aubrey,4/30/2018,92.43
Moderately Expensive City,Jack Aubrey,4/30/2018,38.68
Moderately Expensive City,Molly Harte,4/30/2018,39.82
Moderately Expensive City,Sophia Aubrey,4/30/2018,59.65
Expensive City,William Mowett,4/30/2018,91.94
Inexpensive City,Clarissa Oakes,5/1/2018,37.42
Expensive City,Jack Aubrey,5/1/2018,113.14
Inexpensive City,Nathaniel Martin,5/1/2018,39.98
Inexpensive City,Sophia Aubrey,5/1/2018,39.86
Inexpensive City,William Mowett,5/1/2018,25.5
Inexpensive City,Diana Villiers,5/2/2018,31.71
Moderately Expensive City,Molly Harte,5/2/2018,40.61
Moderately Expensive City,Stephen Maturin,5/2/2018,37.25
Inexpensive City,Barret Bonden,5/4/2018,26.15
Moderately Expensive City,Clarissa Oakes,5/4/2018,56.27
Moderately Expensive City,Diana Villiers,5/4/2018,35.87
Expensive City,Diana Villiers,5/4/2018,65.48
Inexpensive City,Ebenezer Graham,5/4/2018,39.92
Moderately Expensive City,Sophia Aubrey,5/4/2018,39.15
Inexpensive City,William Babbington,5/4/2018,39.09
Inexpensive City,Diana Villiers,5/7/2018,19.85
Moderately Expensive City,Jack Aubrey,5/7/2018,43.37
Inexpensive City,Molly Harte,5/7/2018,39.77
Expensive City,Sophia Aubrey,5/7/2018,92.85
Moderately Expensive City,William Babbington,5/7/2018,39.4
Moderately Expensive City,Barret Bonden,5/8/2018,44.7
Expensive City,Barret Bonden,5/8/2018,46.4
Inexpensive City,Diana Villiers,5/8/2018,20.04
Inexpensive City,William Mowett,5/8/2018,19.02
Moderately Expensive City,William Mowett,5/8/2018,49.41
Expensive City,Emily Sweeting,5/9/2018,73.1
Inexpensive City,Molly Harte,5/9/2018,39.21
Inexpensive City,Sophia Aubrey,5/9/2018,39.13
Moderately Expensive City,William Babbington,5/9/2018,39.35
Moderately Expensive City,Barret Bonden,5/11/2018,36.22
Expensive City,Jack Aubrey,5/11/2018,77.88
Moderately Expensive City,Nathaniel Martin,5/11/2018,49.86
Inexpensive City,Stephen Maturin,5/11/2018,19.75
Inexpensive City,William Babbington,5/11/2018,39.68
Moderately Expensive City,William Mowett,5/11/2018,46.19
Expensive City,Barret Bonden,5/14/2018,93.07
Inexpensive City,Clarissa Oakes,5/14/2018,22.07
Expensive City,Sophia Aubrey,5/14/2018,59.4
Expensive City,William Mowett,5/14/2018,108.01
Expensive City,Jack Aubrey,5/15/2018,112.73
Moderately Expensive City,William Babbington,5/15/2018,39.09
Inexpensive City,William Babbington,5/15/2018,39.25
Expensive City,William Mowett,5/15/2018,81.46
Expensive City,Ebenezer Graham,5/16/2018,79.53
Moderately Expensive City,Jack Aubrey,5/16/2018,36.42
Expensive City,Jack Aubrey,5/16/2018,78.81
Inexpensive City,Nathaniel Martin,5/16/2018,39.22
Inexpensive City,Barret Bonden,5/17/2018,30.05
Inexpensive City,Jack Aubrey,5/17/2018,21.59
Expensive City,Stephen Maturin,5/17/2018,93.6
Expensive City,William Mowett,5/17/2018,87.69
Expensive City,Diana Villiers,5/18/2018,96.13
Inexpensive City,Diana Villiers,5/18/2018,24.64
Expensive City,Ebenezer Graham,5/18/2018,91.12
Moderately Expensive City,Jack Aubrey,5/18/2018,51.18
Inexpensive City,Molly Harte,5/18/2018,39.41
Moderately Expensive City,Sophia Aubrey,5/18/2018,52.67
Expensive City,Sophia Aubrey,5/18/2018,94.53
Expensive City,Stephen Maturin,5/18/2018,63.96
Moderately Expensive City,William Babbington,5/18/2018,39.39
Inexpensive City,Sophia Aubrey,5/21/2018,39.86
Inexpensive City,Emily Sweeting,5/22/2018,31.25
Inexpensive City,Clarissa Oakes,5/23/2018,22.25
Moderately Expensive City,Clarissa Oakes,5/23/2018,50.91
Inexpensive City,Ebenezer Graham,5/23/2018,39.22
Inexpensive City,Emily Sweeting,5/23/2018,29.07
Inexpensive City,Barret Bonden,5/24/2018,18.7
Inexpensive City,Molly Harte,5/24/2018,39.42
Expensive City,Stephen Maturin,5/24/2018,124.78
Expensive City,William Babbington,5/24/2018,72.04
Moderately Expensive City,Jack Aubrey,5/25/2018,35.66
Expensive City,Sophia Aubrey,5/25/2018,114.56
Inexpensive City,Stephen Maturin,5/25/2018,35.53
Inexpensive City,William Babbington,5/25/2018,39.22
Expensive City,William Mowett,5/25/2018,69.86
Expensive City,Emily Sweeting,5/28/2018,91.35
Expensive City,Jack Aubrey,5/28/2018,89.06
Moderately Expensive City,William Mowett,5/28/2018,51.86
Expensive City,Ebenezer Graham,5/29/2018,84.63
Moderately Expensive City,Molly Harte,5/29/2018,41.99
Inexpensive City,Molly Harte,5/29/2018,39.69
Inexpensive City,Nathaniel Martin,5/29/2018,39.88
Expensive City,Sophia Aubrey,5/29/2018,77.08
Moderately Expensive City,William Mowett,5/29/2018,36.42
Inexpensive City,William Mowett,5/29/2018,36.92
Moderately Expensive City,Clarissa Oakes,5/30/2018,47.77
Inexpensive City,Diana Villiers,5/30/2018,16.47
Moderately Expensive City,Emily Sweeting,5/30/2018,33.6
Expensive City,Jack Aubrey,5/30/2018,118.2
Moderately Expensive City,Molly Harte,5/30/2018,40.79
Expensive City,Barret Bonden,6/1/2018,92.8
Moderately Expensive City,Diana Villiers,6/1/2018,53.25
Expensive City,Emily Sweeting,6/1/2018,103.33
Expensive City,Stephen Maturin,6/1/2018,103.87
Moderately Expensive City,Clarissa Oakes,6/4/2018,52.31
Moderately Expensive City,Ebenezer Graham,6/4/2018,50.91
Moderately Expensive City,Stephen Maturin,6/4/2018,25.61
Expensive City,William Mowett,6/4/2018,72.16
Expensive City,Jack Aubrey,6/5/2018,93.01
Inexpensive City,Stephen Maturin,6/5/2018,13.37
Inexpensive City,Clarissa Oakes,6/6/2018,23.83
Moderately Expensive City,Ebenezer Graham,6/6/2018,39.43
Expensive City,William Mowett,6/6/2018,122.25
Inexpensive City,Barret Bonden,6/7/2018,19.42
Inexpensive City,Clarissa Oakes,6/7/2018,29.89
Moderately Expensive City,Diana Villiers,6/7/2018,38.07
Inexpensive City,Nathaniel Martin,6/7/2018,39.7
Moderately Expensive City,Sophia Aubrey,6/7/2018,39.58
Inexpensive City,Sophia Aubrey,6/8/2018,39.77
Inexpensive City,Stephen Maturin,6/8/2018,22.49
Expensive City,Ebenezer Graham,6/11/2018,72.75
Inexpensive City,Jack Aubrey,6/11/2018,11.04
Moderately Expensive City,Emily Sweeting,6/13/2018,35.35
Inexpensive City,William Babbington,6/13/2018,39.84
Expensive City,William Mowett,6/13/2018,109.23
Moderately Expensive City,Barret Bonden,6/15/2018,58.93
Inexpensive City,Clarissa Oakes,6/15/2018,15.33
Inexpensive City,Stephen Maturin,6/15/2018,24.13
Moderately Expensive City,Ebenezer Graham,6/18/2018,39.42
Expensive City,Ebenezer Graham,6/18/2018,84.1
Moderately Expensive City,Molly Harte,6/18/2018,39.54
Moderately Expensive City,Nathaniel Martin,6/18/2018,48.27
Expensive City,Diana Villiers,6/19/2018,65.02
Moderately Expensive City,Ebenezer Graham,6/19/2018,42.66
Inexpensive City,Jack Aubrey,6/19/2018,21.07
Moderately Expensive City,Barret Bonden,6/20/2018,40.17
Expensive City,Barret Bonden,6/20/2018,68.76
Inexpensive City,Clarissa Oakes,6/20/2018,32.66
Inexpensive City,Diana Villiers,6/20/2018,21.62
Moderately Expensive City,Barret Bonden,6/21/2018,52.24
Expensive City,William Babbington,6/21/2018,121.06
Inexpensive City,Barret Bonden,6/22/2018,21.74
Inexpensive City,Clarissa Oakes,6/22/2018,23.36
Expensive City,Nathaniel Martin,6/22/2018,97.74
Inexpensive City,Jack Aubrey,6/25/2018,21.42
Moderately Expensive City,Barret Bonden,6/26/2018,59.22
Moderately Expensive City,Clarissa Oakes,6/26/2018,25.24
Moderately Expensive City,Diana Villiers,6/26/2018,57.18
Inexpensive City,Diana Villiers,6/26/2018,22.45
Moderately Expensive City,Ebenezer Graham,6/26/2018,54.69
Expensive City,Emily Sweeting,6/26/2018,89.6
Moderately Expensive City,Jack Aubrey,6/27/2018,39.17
Moderately Expensive City,Nathaniel Martin,6/27/2018,42.36
Inexpensive City,Barret Bonden,6/28/2018,23.76
Expensive City,Ebenezer Graham,6/28/2018,107.98
Moderately Expensive City,Sophia Aubrey,6/28/2018,39.02
Expensive City,William Mowett,6/28/2018,71.76
Inexpensive City,Diana Villiers,6/29/2018,26.07
Expensive City,Diana Villiers,6/29/2018,94.08
Expensive City,Jack Aubrey,6/29/2018,91.77
Inexpensive City,William Babbington,6/29/2018,39.63
Expensive City,Barret Bonden,7/2/2018,105.2
Expensive City,Clarissa Oakes,7/3/2018,124.69
Inexpensive City,Emily Sweeting,7/3/2018,23.85
Moderately Expensive City,Stephen Maturin,7/3/2018,31.9
Inexpensive City,William Mowett,7/3/2018,26.5
Inexpensive City,Jack Aubrey,7/5/2018,25.79
Expensive City,Nathaniel Martin,7/5/2018,97.11
Inexpensive City,Ebenezer Graham,7/6/2018,40
Moderately Expensive City,Nathaniel Martin,7/6/2018,41.45
Moderately Expensive City,Emily Sweeting,7/9/2018,32.89
Expensive City,Emily Sweeting,7/9/2018,67
Expensive City,William Mowett,7/9/2018,84.18
Expensive City,Clarissa Oakes,7/10/2018,91.67
Expensive City,Jack Aubrey,7/10/2018,127.83
Inexpensive City,William Babbington,7/10/2018,39.39
Inexpensive City,William Mowett,7/10/2018,23.23
Moderately Expensive City,Barret Bonden,7/11/2018,26.25
Moderately Expensive City,Clarissa Oakes,7/11/2018,47.58
Inexpensive City,Diana Villiers,7/11/2018,12.47
Inexpensive City,Molly Harte,7/11/2018,39.81
Inexpensive City,Sophia Aubrey,7/11/2018,39.13
Moderately Expensive City,Barret Bonden,7/12/2018,36.67
Expensive City,Barret Bonden,7/12/2018,110.37
Expensive City,Ebenezer Graham,7/12/2018,90
Expensive City,Emily Sweeting,7/12/2018,84.89
Expensive City,William Babbington,7/12/2018,60.04
Moderately Expensive City,William Babbington,7/12/2018,44.91
Expensive City,Clarissa Oakes,7/13/2018,106.93
Inexpensive City,Diana Villiers,7/13/2018,17.69
Moderately Expensive City,Ebenezer Graham,7/13/2018,39.53
Expensive City,Molly Harte,7/13/2018,96.99
Inexpensive City,Barret Bonden,7/16/2018,33.36
Expensive City,Nathaniel Martin,7/16/2018,96.34
Expensive City,Stephen Maturin,7/16/2018,93.06
Inexpensive City,Clarissa Oakes,7/17/2018,15.28
Inexpensive City,Emily Sweeting,7/17/2018,31.88
Expensive City,Barret Bonden,7/18/2018,95.05
Expensive City,Stephen Maturin,7/18/2018,104.97
Moderately Expensive City,William Mowett,7/18/2018,39.19
Inexpensive City,Clarissa Oakes,7/19/2018,13.81
Expensive City,Clarissa Oakes,7/19/2018,92.77
Inexpensive City,Diana Villiers,7/19/2018,22.52
Inexpensive City,Ebenezer Graham,7/19/2018,39.06
